"name","brewery_type","address","address2","phone","website","pull_date"
"Boss Dog Brewing","Type: Brewpub","2179 Lee Rd ","Cleveland, OH 44118-2907 | Map","Phone: (216) 321-2337","www.bossdogbrewing.com",2018-10-30
"Boss Rambler Beer Club","Type: Planning"," ","Bend, OR 97703","Phone: (207) 557-5705","www.bossrambler.com",2018-10-30
"Boston Beer Co","Type: Regional","1 Design Center Pl Ste 850 ","Boston, MA 02210-2300 | Map","Phone: (617) 368-5000","www.samueladams.com",2018-10-30
"Boston Beer Co","Type: Micro","30 Germania St Ste 1 ","Boston, MA 02130-2312 | Map","Phone: (617) 368-5000","www.samueladams.com",2018-10-30
"Boston Beer Co - DBA Samuel Adams Brewing Co","Type: Regional","1625 Central Pkwy ","Cincinnati, OH 45214-2423 | Map","Phone: (617) 368-5000","www.samueladams.com",2018-10-30
"Bottle Bay Brewing","Type: Proprietor"," ","Spokane, WA ","Phone: (509) 723-9267","www.bottlebaybrewing.com",2018-10-30
"Bottle Logic Brewing","Type: Micro","1072 N Armando St ","Anaheim, CA 92806-2605 | Map","Phone: 714-660-ALES","www.bottlelogic.com",2018-10-30
"Bottle Rocket Brewing Co","Type: Micro","230 S 5th St ","Seward, NE 68434-2520 | Map","Phone: (402) 304-5673","www.bottlerocketbrewing.com",2018-10-30
"Bottle Tree Beer Co","Type: Contract","10 N Trade St Apt A ","Tryon, NC 28782-3476 | Map","Phone: (864) 266-0133","www.bottletree.net",2018-10-30
"BottleHouse Brewery","Type: Micro","13368 Madison Ave ","Lakewood, OH 44107-4840 | Map","Phone: (216) 214-2120","www.thebottlehousebrewingcompany.com",2018-10-30
"Bottom Shelf Brewery","Type: Brewpub","118 E Mill St ","Bayfield, CO 81122 | Map","Phone: (970) 884-2442","www.bottomshelfbrewing.com",2018-10-30
"Bottomless Brewing, LLC","Type: Brewpub","3543 E Lake Rd ","Geneva, NY 14456-9261 | Map","Phone: (315) 325-4380","www.bottomlessbrewing.com",2018-10-30
"Boulder Beer Co","Type: Regional","2880 Wilderness Pl ","Boulder, CO 80301-5401 | Map",NA,NA,2018-10-30
"Boulder Beer On Walnut","Type: Brewpub","1123 Walnut St ","Boulder, CO 80302-5116 | Map","Phone: (303) 447-1345",NA,2018-10-30
"Boulder Dam Brewing Company","Type: Brewpub","453 Nevada Way ","Boulder City, NV 89005-2424 | Map",NA,NA,2018-10-30
"Boulevard Brewing Co","Type: Regional","2501 Southwest Blvd ","Kansas City, MO 64108-2345 | Map","Phone: (816) 474-7095","www.boulevard.com",2018-10-30
"Boundary Bay Brewery & Bistro","Type: Brewpub","1107 Railroad Ave ","Bellingham, WA 98225-5007 | Map","Phone: (360) 647-5593","www.bbaybrewery.com",2018-10-30
"Bourgmont Vineyard","Type: Planning"," ",",  ","Phone: (816) 305-4472","bourgmontvineyard.com",2018-10-30
"Bousa Brewing Company","Type: Micro","7235 NE 4th Ave ","Miami, FL 33138-5315 | Map","Phone: (305) 363-5166","www.bousabrewing.com",2018-10-30
"Bow and Arrow Brewing Co.","Type: Micro","608 McKnight Ave NW ","Albuquerque, NM 87102-1237 | Map","Phone: (505) 247-9800","www.bowandarrowbrewing.com",2018-10-30
"Bowigens Beer Company","Type: Micro","1014 State Road 436 ","Casselberry, FL 32707-5722 | Map","Phone: (407) 960-7816","www.bowigens.com",2018-10-30
"Bowling Green Beer Works","Type: Micro","322 N Grove St Ste C ","Bowling Green, OH 43402-2322 | Map","Phone: (512) 299-2101",NA,2018-10-30
"Box Office Brewery","Type: Planning"," ","Strasburg, VA 22657-2238","Phone: (540) 233-3353","Info@boxofficebrewery.com",2018-10-30
"Boxcar Brew Works","Type: Brewpub","1290 Rich Hwy ","Du Bois, PA 15801 | Map","Phone: (814) 603-0210","Boxcar.doolittlestation.com",2018-10-30
"Boxing Bear Brewing Company","Type: Brewpub","10200 Corrales Rd NW ","Albuquerque, NM 87114-9268 | Map","Phone: (505) 897-2327","www.boxingbearbrewing.com",2018-10-30
"Boylan Bridge Brewpub","Type: Brewpub","201 S BOYLAN AVE ","Raleigh, NC 27603-1803 | Map","Phone: (919) 803-8927","www.boylanbridge.com",2018-10-30
"Bozeman Brewing Co","Type: Micro","504 N Broadway Ave ","Bozeman, MT 59715-3006 | Map","Phone: (406) 585-9142","www.bozemanbrewing.com",2018-10-30
"Bracket Brewing","Type: Planning"," ",",  ","Phone: (041) 627-3397","www.bracketbrewing.com",2018-10-30
"Bradley Brew Project","Type: Micro","714 Main St ","Bradley Beach, NJ 07720-1013 | Map","Phone: (732) 455-804","www.bradleybrew.com",2018-10-30
"Bradley Farm / RB Brew, LLC","Type: Micro","317 Springtown Rd ","New Paltz, NY 12561-3020 | Map","Phone: (845) 255-8769","www.raybradleyfarm.com",2018-10-30
"Braeloch Brewing Company","Type: Planning"," ","Kennett Square, PA 19348-3605","Phone: (610) 612-9242",NA,2018-10-30
"Braindead Brewing","Type: Brewpub","2625 Main St ","Dallas, TX 75226-1411 | Map","Phone: (469) 286-9005","www.braindeadbrewing.com",2018-10-30
"Branagan's Brewery LLC","Type: Planning"," ","Sandy, UT 84092-3902","Phone: (801) 808-6491","www.branagansbrewery.com",2018-10-30
"Branch & Bone Artisan Ales","Type: Micro","905 Wayne Ave ","Dayton, OH 45410-1247 | Map","Phone: (937) 723-7608","www.branchandboneales.com",2018-10-30
"Branch and Blade Brewing","Type: Micro","17 Bradco St ","Keene, NH 03431 | Map","Phone: (603) 354-3478","www.babbrewing.com",2018-10-30
"Branchline Brewing Company","Type: Contract"," ","San Antonio, TX 78247-3502","Phone: (361) 290-8817","www.branchlinebrewing.com",2018-10-30
"Braselton Brewing Company","Type: Planning"," ","Braselton, GA 30517","Phone: (706) 870-1458",NA,2018-10-30
"Brash","Type: Micro","508 W Crosstimbers St ","Houston, TX 77018-5521 | Map",NA,"www.brashbeers.com",2018-10-30
"Brass Brewing Company","Type: Micro","318 E Colorado Ave ","Colorado Springs, CO 80903-1949 | Map",NA,NA,2018-10-30
"Brass Cannon Brewing","Type: Micro","5476 Mooretown Rd ","Williamsburg, VA 23188-2108 | Map","Phone: 757-566-0001","www.brasscannonbrewing.com",2018-10-30
"Brass Foundry Brewing Co.","Type: Micro","8441 Wayzata Blvd Ste 290 ","Minneapolis, MN 55426 | Map","Phone: (763) 350-4153","www.brassfoundrybrewing.com",2018-10-30
"Brass Ring Brewery","Type: Brewpub","2404 Eastern Ave SE ","Grand Rapids, MI 49507-3632 | Map","Phone: (616) 460-1587","www.brassringbrewing.com",2018-10-30
"Brass Works Brewing Company LLC","Type: Micro","2066 Thomaston Ave ","Waterbury, CT 06704-1038 | Map","Phone: (203) 527-6223","www.brassworksbrewing.com",2018-10-30
"Brasserie L'Etrange","Type: Planning"," ","Prairieville, LA 70769-6114","Phone: (225) 800-2337",NA,2018-10-30
"Brasserie Saint James","Type: Brewpub","901 S Center St ","Reno, NV 89501-2307 | Map","Phone: (775) 348-8888","www.brasseriesaintjames.com",2018-10-30
"Brasserie Saint James - The Saint Barrelhouse","Type: Micro","761 S. Virginia St ","Reno, NV 89501-2307 | Map","Phone: (775) 348-8888",NA,2018-10-30
"Brau Brothers Brewing Co","Type: Micro","1010 E Southview Dr ","Marshall, MN 56258-2401 | Map","Phone: (507) 747-2337","www.braubeer.com",2018-10-30
"Brausch Brewery","Type: Micro","1030 S South St ","Wilmington, OH 45177-2924 | Map","Phone: (937) 302-2337",NA,2018-10-30
"Braven Brewing Company","Type: Brewpub","52 Harrison Pl ","Brooklyn, NY 11237 | Map","Phone: (929) 295-6673","www.bravenbrewing.com",2018-10-30
"Bravery Brewing","Type: Micro","42705 8th St W ","Lancaster, CA 93534-7184 | Map","Phone: (661) 951-4677","www.braverybrewing.com",2018-10-30
"Bravo! Restaurant & Cafe","Type: Brewpub","5402 Portage Rd ","Portage, MI 49002-1718 | Map","Phone: (269) 344-7700","www.bravokalamazoo.com",2018-10-30
"Brawling Bear","Type: Micro","15 Fulks Corner Ave ","Gaithersburg, MD 20877-2067 | Map","Phone: (240) 842-3272","www.brawlingbear.com",2018-10-30
"Braxton Brewing Company","Type: Micro","27 W 7th St ","Covington, KY 41011-2301 | Map","Phone: 859615600","www.braxtonbrewing.com",2018-10-30
"Braxton Labs","Type: Micro","95 Riviera Dr ","Bellevue, KY 41073-1337 | Map","Phone: 859615600",NA,2018-10-30
"Brazo Fuerte Artisanal Beer","Type: Proprietor","15 Main St Ste 125 ","Watertown, MA 02472-4403 | Map","Phone: (617) 600-8140","www.brazofuertebeer.com",2018-10-30
"Brazos Valley Brewing Company","Type: Micro","201 W 1st St ","Brenham, TX 77833 | Map","Phone: (979) 987-1133","www.brazosvalleybrewery.com",2018-10-30
"Breakaway Brew Haus","Type: Micro","5 Steeles Crossing Rd ","Bolton, CT 06043 | Map","Phone: (860) 712-2951","www.breakawaybrewhaus.com",2018-10-30
"Breaker Brewing Company","Type: Brewpub","787 E Northampton St ","Wilkes Barre, PA 18702-7521 | Map",NA,NA,2018-10-30
"Breaking Point Brewery","Type: Micro"," ","Cleveland Heights, OH 44121-1706","Phone: (216) 235-7411",NA,2018-10-30
"Breakside Brewery","Type: Brewpub","820 NE Dekum St ","Portland, OR 97211-3630 | Map","Phone: (503) 719-6475","www.breakside.com",2018-10-30
"Breakside Brewery & Taproom","Type: Regional","5821 SE International Way ","Milwaukie, OR 97222-4633 | Map","Phone: (503) 719-6475","www.breakside.com",2018-10-30
"Breakside Brewery Slabtown","Type: Brewpub","1570 NW 22nd Ave ","Portland, OR 97210-2369 | Map","Phone: (503) 444-7597","breakside.com",2018-10-30
"Breakwater Brewing Co","Type: Brewpub","101 N Coast Hwy Ste C140 ","Oceanside, CA 92054-3015 | Map","Phone: (760) 433-6064","www.breakwaterbrewing.com",2018-10-30
"Breckenridge Brewery","Type: Large","2920 Brewery Ln ","Littleton, CO 80120-2850 | Map","Phone: (303) 623-2739","www.breckenridgebrewery.com",2018-10-30
"Breckenridge Brewery & Pub","Type: Large","600 S Main St ","Breckenridge, CO 80424-0075 | Map","Phone: (970) 453-1550","www.breckbrewpub.com",2018-10-30
"Bremen Beer Ventures","Type: Planning"," ","Key Biscayne, FL 33149-1451","Phone: (305) 903-6996",NA,2018-10-30
"Brevard Brewing Co","Type: Micro","63 E Main St ","Brevard, NC 28712-3746 | Map",NA,"www.brevard-brewing.com",2018-10-30
"Brew 32","Type: Brewpub","1474 State Route 208 ","Pulaski, PA 16143-4308 | Map","Phone: (724) 252-8464","Www.brew32craft.com",2018-10-30
"Brew Angels LLC","Type: Brewpub","6821 Caroline St ","Milton, FL 32570-2206 | Map","Phone: (850) 564-0034",NA,2018-10-30
"Brew Bus Brewing","Type: Micro","4101 N Florida Ave ","Tampa, FL 33603-3817 | Map","Phone: (813) 990-7310","www.brewbususa.com",2018-10-30
"Brew Circus","Type: Planning"," ","Ringwood, NJ 07456","Phone: (201) 446-8218","brewcircus.com",2018-10-30
"Brew D'Etat","Type: Micro"," ","Burnsville, MN 55337","Phone: (413) 207-2355",NA,2018-10-30
"Brew Detroit","Type: Micro","1401 Abbott St ","Detroit, MI 48216-1946 | Map","Phone: (313) 974-7366","www.brewdetroit.com",2018-10-30
"Brew Gentlemen","Type: Micro","512 Braddock Ave ","Braddock, PA 15104-1806 | Map","Phone: (412) 871-5075","www.brewgentlemen.com",2018-10-30
"Brew House No 16","Type: Brewpub","831 N Calvert St ","Baltimore, MD 21202-3705 | Map","Phone: (410) 659-4084","www.brewhouseno16.com",2018-10-30
"Brew Hub Taproom","Type: Brewpub","5656 Oakland Avenue ","St. Louis, MO 63110 | Map","Phone: (314) 833-5453",NA,2018-10-30
"Brew Hub, LLC","Type: Regional","3900 Frontage Rd S ","Lakeland, FL 33815-3205 | Map","Phone: (863) 698-7600","www.brewhub.com",2018-10-30
"Brew Keepers","Type: Micro","2200 Main St ","Wheeling, WV 26003-2866 | Map","Phone: (724) 809-8968",NA,2018-10-30
"Brew Kettle - Hudson","Type: Planning"," ","Hudson, OH 44236","Phone: (440) 239-8788",NA,2018-10-30
"Brew Kettle - Production Works","Type: Micro","20102 Progress Dr ","Strongsville, OH 44149-3259 | Map",NA,NA,2018-10-30
"Brew Lab","Type: Brewpub","7925 Marty St ","Overland Park, KS 66204-3727 | Map","Phone: (913) 400-2343","www.brewlabkc.com",2018-10-30
"Brew Life Brewing","Type: Micro","5767 Beneva Rd ","Sarasota, FL 34233-4105 | Map","Phone: (941) 952-3831","www.brewlifebrewing.com",2018-10-30
"Brew Link Brewing","Type: Proprietor","212 E. Main ","Plainfield, IN 46168-9659 | Map","Phone: (317) 203-7788","www.brewlinkbrewing.com",2018-10-30
"Brew Practitioners, LLC.","Type: Micro","36 Main St ","Florence, MA 01062-3152 | Map","Phone: (413) 584-2444","www.brewpractitioners.com",2018-10-30
"Brew Pub and Kitchen","Type: Brewpub","117 W College Dr ","Durango, CO 81301-5407 | Map","Phone: (970) 259-5959","www.brewpubkitchen.com",2018-10-30
"Brew Rebellion","Type: Micro","195 N Del Rosa Dr ","San Bernardino, CA 92408 | Map","Phone: (951) 907-4844","www.brewrebellion.com",2018-10-30
"Brew Rebellion","Type: Micro","33 S San Gorgonio Ave ","Banning, CA 92220-6001 | Map","Phone: (951) 907-4844",NA,2018-10-30
"Brew Republic Bierwerks","Type: Brewpub","15201 Potomac Town Place #120 Stonebridge @ Potomac Town Center","Woodbridge, VA 22191-6592 | Map","Phone: (703) 594-7950","brewrepublic.beer",2018-10-30
"Brew STX","Type: Brewpub","55 Kings Alley ","Christiansted, VI 00820 | Map","Phone: (816) 262-6339","www.brewstx.com",2018-10-30
"Brew Works of Fremont","Type: Brewpub","5909 S Warner Ave ","Fremont, MI 49412 | Map","Phone: (231) 335-5105","www.thecommonsoffremont.com",2018-10-30
"Brewability Lab","Type: Micro","12445 E 39th Ave Unit 314 ","Denver, CO 80239-3456 | Map","Phone: (816) 351-5085","www.Brewabilitylab.com",2018-10-30
"BrewBakers Brewery","Type: Micro","11927 84th St NE ","Lake Stevens, WA 98258-8906 | Map",NA,"www.brewbakersbrewery.com",2018-10-30
"Brewbakers Brewing Co","Type: Brewpub","219 E Main St ","Visalia, CA 93291-6355 | Map","Phone: (559) 627-2739","www.brewbakersbrewingco.com",2018-10-30
"Brewcaipa Brewing Co.","Type: Micro","35058 Yucaipa Blvd ","Yucaipa, CA 92399-4337 | Map","Phone: (909) 272-2337","www.brewcaipa.com",2018-10-30
"BrewDog Brewing Company, LLC","Type: Micro","96 Gender Rd ","Canal Winchester, OH 43110-7539 | Map","Phone: (614) 908-3059","www.brewdog.com/usa",2018-10-30
"Brewed By Gnomes","Type: Contract","1735 SE 33rd Ave ","Portland, OR 97214-5024 | Map",NA,NA,2018-10-30
"Brewerie at Union Station, The","Type: Brewpub","123 W 14th St ","Erie, PA 16501-1717 | Map","Phone: (814) 454-2200","www.brewerie.com",2018-10-30
"Brewer's Alley Restaurant and Brewery","Type: Brewpub","124 N Market St ","Frederick, MD 21701-5422 | Map","Phone: (301) 631-0089","www.brewers-alley.com",2018-10-30
"Brewers At 4001 Yancey","Type: Brewpub","4001 Yancey Rd ","Charlotte, NC 28217 | Map",NA,NA,2018-10-30
"Brewers Tasting Room","Type: Brewpub","11270 4th St N Ste 202 ","Saint Petersburg, FL 33716-2937 | Map","Phone: (727) 873-3900","www.brewerstastingroom.com",2018-10-30
"Brewers Union Local 180","Type: Brewpub","48329 E 1st St ","Oakridge, OR 97463-9700 | Map","Phone: (541) 782-2024","www.brewersunion.com",2018-10-30
"Brewery 26","Type: Micro"," ","Portland, OR 97218-2175","Phone: (503) 754-2250","www.brewery26.com",2018-10-30
"Brewery 33 Hocking Hills, LLC","Type: Micro","12684 College Prospect Dr ","Logan, OH 43138-8983 | Map",NA,NA,2018-10-30
"Brewery 4 Two 4","Type: Micro","321 Douglas Ave Ste 120 ","Holland, MI 49424-6599 | Map","Phone: (616) 377-7773","brewery424.com",2018-10-30
"Brewery 719","Type: Planning"," ","Alliance, NE 69301-3945",NA,"www.brewery719.com",2018-10-30
"Brewery 85","Type: Micro","6 Whitlee Ct ","Greenville, SC 29607-3791 | Map",NA,"www.brewery85.com",2018-10-30
"Brewery 99","Type: Micro","417 Broad St Ste F ","New Bern, NC 28560-4900 | Map","Phone: (252) 259-6393","www.brewery99.com",2018-10-30
"Brewery ARS","Type: Micro","1927-29 W Passyunk Ave  ","Philadelphia, PA 19145-3620 | Map","Phone: (215) 960-5173","breweryars.com",2018-10-30
"Brewery At Abigaile","Type: Brewpub","1301 Manhattan Ave ","Hermosa Beach, CA 90254-3666 | Map","Phone: (310) 798-8227","www.abigailerestaurant.com",2018-10-30
"Brewery At Lake Tahoe","Type: Brewpub","3542 Lake Tahoe Blvd ","South Lake Tahoe, CA 96150-8900 | Map","Phone: (530) 544-4369","www.brewerylaketahoe.com",2018-10-30
"Brewery At Simmzys Burbank","Type: Brewpub","3000 W Olive Ave ","Burbank, CA 91505-4537 | Map","Phone: (818) 962-2500","www.Simmzys.com",2018-10-30
"Brewery At The Culinary Institute Of America","Type: Brewpub","1946 Campus Dr ","Hyde Park, NY 12538 | Map",NA,NA,2018-10-30
"Brewery Becker","Type: Brewpub","500 W Main St ","Brighton, MI 48116-1471 | Map","Phone: (810) 844-0225","www.brauereibecker.us",2018-10-30
"Brewery Bhavana","Type: Brewpub","218 S Blount St ","Raleigh, NC 27601 | Map","Phone: (415) 470-1370","brewerybhavana.com",2018-10-30
"Brewery Creek Inn, Restaurant and Brewery","Type: Brewpub","23 Commerce St ","Mineral Point, WI 53565-1368 | Map","Phone: (608) 987-3298","www.brewerycreek.com",2018-10-30
"Brewery Draconum","Type: Micro","24407 Main St # 09 ","Newhall, CA 91321-2801 | Map","Phone: (661) 993-1846",NA,2018-10-30
"Brewery Emperial","Type: Brewpub","1829 Oak St ","Kansas City, MO 64108 | Map","Phone: (816) 945-9625","www.breweryemperial.com",2018-10-30
"Brewery Faisan","Type: Planning"," ","Detroit, MI 48207","Phone: (586) 703-2030","www.breweryfaisan.com",2018-10-30
"Brewery Ferment","Type: Micro","511 S Union St ","Traverse City, MI 49684-3246 | Map","Phone: (231) 735-8113","www.breweryferment.com",2018-10-30
"Brewery In Planning","Type: Planning"," ",",  ","Phone: (360) 992-2356",NA,2018-10-30
"Brewery In Planning","Type: Planning"," ",",  ","Phone: (732) 966-8021",NA,2018-10-30
"Brewery in Planning - Abidjan,","Type: Planning"," ",",  ",NA,NA,2018-10-30
"Brewery in Planning - ALDIE, VA","Type: Planning"," ",",  ","Phone: (703) 655-3161",NA,2018-10-30
"Brewery in Planning - Appleton","Type: Planning"," ","Hawthorne, CA 90250-6602","Phone: (310) 208-9613",NA,2018-10-30
"Brewery In Planning - Arlington","Type: Planning"," ","Mc Lean, VA 22101-5337",NA,NA,2018-10-30
"Brewery in Planning - Arlington, TN","Type: Planning"," ",",  ","Phone: (901) 355-7410",NA,2018-10-30
"Brewery in Planning - Asbury, NJ","Type: Planning"," ","Asbury, NJ 08802","Phone: (908) 892-4603",NA,2018-10-30
"Brewery In Planning - Asheville","Type: Planning"," ","Cape Coral, FL ","Phone: (818) 419-7015",NA,2018-10-30
"Brewery in Planning - Astoria","Type: Planning"," ","Astoria, NY 11105-3936",NA,NA,2018-10-30
"Brewery in Planning - Astoria, NY","Type: Planning"," ",",  ","Phone: (917) 859-1424",NA,2018-10-30
"Brewery in Planning - austin","Type: Planning"," ","Austin, TX 78739-5704","Phone: (512) 738-7003",NA,2018-10-30
"Brewery In Planning - Austin","Type: Planning"," ","Leander, TX 78641-8632",NA,NA,2018-10-30
"Brewery in Planning - Austin, TX","Type: Planning"," ","Austin, TX 78717","Phone: (512) 415-2600",NA,2018-10-30
"Brewery in Planning - Bala Cynwyd","Type: Planning"," ","Bala Cynwyd, PA 19004-1929","Phone: (610) 324-8227","www.pabrewreview.com",2018-10-30
"Brewery in Planning - Ball, LA","Type: Planning"," ",", LA ",NA,NA,2018-10-30
"Brewery in Planning - Bartow, FL","Type: Planning"," ",",  ",NA,NA,2018-10-30
"Brewery In Planning - Baton Rouge","Type: Planning"," ","Baton Rouge, LA 70808-2273",NA,NA,2018-10-30
"Brewery in Planning - Belmont","Type: Planning"," ","Belmont, NC 28012-8868","Phone: (704) 827-2299",NA,2018-10-30
"Brewery In Planning - Bend","Type: Planning"," ","Bend, OR 97702-2783",NA,NA,2018-10-30
"Brewery in Planning - Bentonville, AR","Type: Planning"," ",",  ","Phone: (479) 799-1829",NA,2018-10-30
"Brewery In Planning - Bethel","Type: Planning"," ","Bethel, OH 45106-8228","Phone: (513) 491-1227",NA,2018-10-30
"Brewery in Planning - Big Spring, TX","Type: Planning"," ","Big Spring, TX 79720-6010","Phone: (432) 268-3056",NA,2018-10-30
"Brewery in Planning - Blacksburg, VA","Type: Planning"," ",",  ","Phone: (540) 750-1423",NA,2018-10-30
"Brewery in Planning - Bloomfield Hills, MI","Type: Planning"," ",",  ","Phone: (248) 312-9938",NA,2018-10-30
"Brewery in Planning - Brighton, MI","Type: Planning"," ",",  ","Phone: (810) 632-9977","krausegk02@yahoo.com",2018-10-30
"Brewery in Planning - Brookline","Type: Planning"," ","Brookline, MA 02446-2209",NA,NA,2018-10-30
"Brewery in Planning - Brooklyn","Type: Planning"," ","Brooklyn, NY 11231-5061","Phone: (212) 925-8775",NA,2018-10-30
"Brewery in Planning - Brooklyn","Type: Planning"," ","Brooklyn, NY 11225","Phone: (904) 228-8611",NA,2018-10-30
"Brewery In Planning - Brooklyn","Type: Planning"," ","Brooklyn, NY 11216",NA,NA,2018-10-30
"Brewery in Planning - Broomfield","Type: Planning"," ","Broomfield, CO 80023-9407",NA,"www.sawbrew.com",2018-10-30
"Brewery in Planning - Broomfield, CO","Type: Planning"," ","Broomfield, CO 80020","Phone: (303) 709-1491",NA,2018-10-30
"Brewery in Planning - Buford","Type: Planning"," ","Buford, GA 30515-0568",NA,NA,2018-10-30
"Brewery in Planning - Burlington","Type: Planning"," ","Burlington, KS 66839-9200","Phone: (785) 633-2062",NA,2018-10-30
"Brewery in Planning - Calistoga","Type: Planning"," ","San Francisco, CA 94117-1576",NA,NA,2018-10-30
"Brewery in Planning - Camarillo, CA","Type: Planning"," ","Camarillo, CA 93012-9406","Phone: (805) 407-7641",NA,2018-10-30
"Brewery in Planning - Canton, GA","Type: Planning"," ",",  ","Phone: (770) 878-7357",NA,2018-10-30
"Brewery in Planning - Canton, NC","Type: Planning"," ",",  ","Phone: (828) 593-8831",NA,2018-10-30
"Brewery In Planning - Cape Cod","Type: Planning"," ","Englewood, CO 80112-5872",NA,NA,2018-10-30
"Brewery in Planning - Carlyle, IL","Type: Planning"," ",",  ",NA,NA,2018-10-30
"Brewery in Planning - Carmel by the Sea, CA","Type: Planning"," ",",  ","Phone: (831) 277-0323","essemeles@gmail.com",2018-10-30
"Brewery in Planning - Catonsville, MD","Type: Planning"," ",",  ","Phone: (410) 925-1482",NA,2018-10-30
"Brewery in Planning - Centennial, CO","Type: Planning"," ","Centennial, CO 80112","Phone: (770) 757-2619",NA,2018-10-30
"Brewery in Planning - Chalfont, PA","Type: Planning"," ",",  ","Phone: (215) 407-5067",NA,2018-10-30
"Brewery in Planning - Chambersburg, PA","Type: Planning"," ","Chambersburg, PA 17201-1465","Phone: (717) 263-0027",NA,2018-10-30
"Brewery In Planning - Chappaqua","Type: Planning"," ",",  ",NA,NA,2018-10-30
"Brewery in Planning - CHARLOTTESVILLE, VA","Type: Planning"," ",",  ","Phone: (717) 856-3004",NA,2018-10-30
"Brewery in Planning - Chaska, MN","Type: Planning"," ",",  ","Phone: (952) 292-6744",NA,2018-10-30
"Brewery in Planning - Chelmsford, MA","Type: Planning"," ",",  ","Phone: (617) 407-3471",NA,2018-10-30
"Brewery in Planning - Chicago, IL","Type: Planning"," ",",  ","Phone: (404) 447-6302",NA,2018-10-30
"Brewery in Planning - Chico, CA","Type: Planning"," ",",  ","Phone: (607) 280-7736",NA,2018-10-30
"Brewery in Planning - Chillicothe, OH","Type: Planning"," ",",  ","Phone: (740) 851-2508",NA,2018-10-30
"Brewery in Planning - Cincinnati","Type: Planning"," ","Cincinnati, OH 45244-1094",NA,NA,2018-10-30
"Brewery in Planning - Cincinnati, OH","Type: Planning"," ",",  ",NA,NA,2018-10-30
"Brewery in Planning - Claremont","Type: Planning"," ","Claremont, CA 91711",NA,NA,2018-10-30
"Brewery In Planning - Claremont","Type: Planning"," ","Claremont, CA 91711-1764",NA,NA,2018-10-30
"Brewery in Planning - Clearwater, FL","Type: Planning"," ","Clearwater, FL 33760","Phone: (317) 519-6121",NA,2018-10-30
"Brewery in Planning - Clearwater, FL","Type: Planning"," ",",  ","Phone: (727) 504-6594",NA,2018-10-30
"Brewery in Planning - Cleveland, OH","Type: Planning"," ",",  ","Phone: (216) 781-6106",NA,2018-10-30
"Brewery In Planning - CO","Type: Planning"," ","Castle Rock , CO ",NA,NA,2018-10-30
"Brewery in Planning - Coalville, UT","Type: Planning"," ",",  ",NA,NA,2018-10-30
"Brewery In Planning - Cobden","Type: Planning"," ","Cobden, IL 62920-3397",NA,NA,2018-10-30
"Brewery In Planning - College Station","Type: Planning"," ","College Station, TX 77845",NA,NA,2018-10-30
"Brewery In Planning - Colonial Beach","Type: Planning"," ","King George, VA 22485-8503","Phone: (602) 463-8590","www.fifthhumourbrewing.com",2018-10-30
"Brewery in Planning - Colorado Springs, CO","Type: Planning"," ","Colorado Springs, CO 80910",NA,NA,2018-10-30
"Brewery in Planning - columbus, IN","Type: Planning"," ",",  ",NA,NA,2018-10-30
"Brewery in Planning - Concord, CA","Type: Planning"," ",",  ","Phone: (925) 446-1787",NA,2018-10-30
"Brewery In Planning - CT","Type: Planning"," ","Mistic, CT 06355-2546","Phone: (860) 315-2470",NA,2018-10-30
"Brewery in Planning - Culver City","Type: Planning"," ","Culver City, CA 90230-4108",NA,NA,2018-10-30
"Brewery in Planning - Culver City, CA","Type: Planning"," ","Culver City, CA 90230",NA,NA,2018-10-30
"Brewery in Planning - Cumming, GA","Type: Planning"," ",",  ",NA,NA,2018-10-30
"Brewery in Planning - Cuyahoga Falls","Type: Planning"," ","Cuyahoga Falls, OH 44221-2946",NA,NA,2018-10-30
"Brewery in Planning - Cypress","Type: Planning"," ","Cypress, TX 77429-8183",NA,NA,2018-10-30
"Brewery in Planning - Dallas","Type: Planning"," ","Dallas, TX 75287-6009",NA,NA,2018-10-30
"Brewery In Planning - Daly City","Type: Planning"," ","Daly City, CA 94015",NA,NA,2018-10-30
"Brewery In Planning - Delavan","Type: Planning"," ","Delavan, WI ",NA,NA,2018-10-30
"Brewery In Planning - Denver","Type: Planning"," ","Denver, CO 80228-5932","Phone: (303) 349-8158",NA,2018-10-30
"Brewery in Planning - Denver","Type: Planning"," ","Denver, CO 80209-0383",NA,NA,2018-10-30
"Brewery in Planning - Denver, CO","Type: Planning"," ",",  ","Phone: (720) 289-5280",NA,2018-10-30
"Brewery in Planning - Downers Grove","Type: Planning"," ","Downers Grove, IL 60515-2920","Phone: (512) 736-6565",NA,2018-10-30
"Brewery In Planning - Draper","Type: Planning"," ","Midvale, UT 84047-2875","Phone: (801) 557-8075",NA,2018-10-30
"Brewery in Planning - Dublin","Type: Planning"," ","Dublin, OH 43016-8696","Phone: (815) 236-6393",NA,2018-10-30
"Brewery In Planning - Dulles","Type: Planning"," ","Columbia, SC 29229-7322",NA,NA,2018-10-30
"Brewery in Planning - DUNMORE, PA","Type: Planning"," ",",  ","Phone: (570) 466-5436",NA,2018-10-30
"Brewery in Planning - Dyer, IN","Type: Planning"," ",",  ","Phone: (708) 567-9094",NA,2018-10-30
"Brewery in Planning - Dyersville, IA","Type: Planning"," ",",  ","Phone: (563) 207-0357",NA,2018-10-30
