"full_string","pull_date"
"
						Brewery in Planning - HOUSTON, TX ,  Phone: (713) 319-4667Type: Planning",2018-08-20
"
						Brewery in Planning - Houston, TX Houston, TX 77025Phone: (510) 410-2345Type: Planning",2018-08-20
"
						Brewery in Planning - Hull Hull, MA 02641Phone: (508) 454-3486Type: Planningwww.hullbound.com",2018-08-20
"
						Brewery In Planning - Huntersville Huntersville, NC 28078-2344Type: Planning",2018-08-20
"
						Brewery in Planning - Huntington Beach, CA ,  Phone: (714) 625-7605Type: Planningwww.yachtclubbrew.com",2018-08-20
"
						Brewery in Planning - Indian Land, SC Indian Land, SC 29707-9150Phone: (304) 476-1110Type: Planning",2018-08-20
"
						Brewery In Planning - Indianapolis Indianapolis, IN 46236Phone: (317) 823-0521Type: Planning",2018-08-20
"
						Brewery in Planning - Ipswich Ipswich, MA 01938-1074Type: Planning",2018-08-20
"
						Brewery in Planning - Issaquah, WA ,  Phone: (425) 591-6573Type: Planning",2018-08-20
"
						Brewery in Planning - Istanbul, Kadikoy ,  Phone: 90 (216) 418-6441Type: Planning",2018-08-20
"
						Brewery In Planning - ItascaPO Box 825 Itasca, IL 60143-0825 | MapPhone: (708) 514-6999Type: Microhttp://guncraftbeer.com/",2018-08-20
"
						Brewery in Planning - Jamestown Jamestown, NC 27282Type: Planning",2018-08-20
"
						Brewery in Planning - Johns Creek, GA Johns Creek, GA 30022Phone: (678) 793-2162Type: Planning",2018-08-20
"
						Brewery In Planning - Kahului, HI KAHULUI, HI Type: Planning",2018-08-20
"
						Brewery in Planning - Kansas City Kansas City, MO 64141-0801Type: Planning",2018-08-20
"
						Brewery in Planning - Kansas city, MO Kansas city, MO 64108Phone: (816) 421-0011Type: Planning",2018-08-20
"
						Brewery in Planning - Katy Katy, TX 77494-4657Phone: (832) 714-0319Type: Planning",2018-08-20
"
						Brewery in Planning - Ketchum Ketchum, ID 83340-2657Type: Planning",2018-08-20
"
						Brewery in Planning - Kill Devil Hills, NC ,  Type: Planning",2018-08-20
"
						Brewery in Planning - Kirkwood, MO ,  Type: Planning",2018-08-20
"
						Brewery in Planning - Knoxville Knoxville, TN 37919-5140Phone: (606) 269-6366Type: Planning",2018-08-20
"
						Brewery in Planning - Knoxville Knoxville, TN 37934-4823Phone: (865) 406-7244Type: Planningmilemarkerzero@tds.net",2018-08-20
"
						Brewery In Planning - Knoxville Knoxville, TN 37923-2025Phone: (865) 300-9738Type: Planningroosterssportsbar.com",2018-08-20
"
						Brewery in Planning - Kunia, HI Kunia, HI 96759Phone: (808) 222-5728Type: Planning",2018-08-20
"
						Brewery in Planning - La Canada, CA ,  Phone: (626) 497-3919Type: Planning",2018-08-20
"
						Brewery in Planning - La Puente, CA ,  Phone: (909) 569-3753Type: Planningwww.expressfreelance.com",2018-08-20
"
						Brewery in Planning - La Selva Beach, CA ,  Type: Planningwww.citadelbrewing.com",2018-08-20
"
						Brewery In Planning - Las Vegas Las Vegas, NV 89144-4473Type: Planning",2018-08-20
"
						Brewery in Planning - Las Vegas, NV Las Vegas, NV 89144Phone: (702) 308-3440Type: Planning",2018-08-20
"
						Brewery in Planning - Las Vegas, NV ,  Type: Planning",2018-08-20
"
						Brewery In Planning - Lees Summit Lees Summit, MO 64081Type: Planning",2018-08-20
"
						Brewery In Planning - Levittown PA Phoenixville, PA 19460Type: Planning",2018-08-20
"
						Brewery in Planning - Lexington, KY ,  Type: Planning",2018-08-20
"
						Brewery in Planning - Lima, ,  Type: Planning",2018-08-20
"
						Brewery in Planning - Lima, OH ,  Phone: (419) 236-8290Type: Planning",2018-08-20
"
						Brewery In Planning - Lomira, WI Lomira, WI Phone: (920) 948-1061Type: Planning",2018-08-20
"
						Brewery in Planning - Long Island City Long Island City, NY 11101-5574Phone: (917) 687-4204Type: Planning",2018-08-20
"
						Brewery in Planning - Los Alamos Los Alamos, NM 87547-3829Type: Planning",2018-08-20
"
						Brewery in Planning - Los Angeles Los Angeles, CA 90049-1620Phone: (310) 779-6045Type: Planning",2018-08-20
"
						Brewery in Planning - Los Angeles , CA ,  Phone: (360) 670-7878Type: Planning",2018-08-20
"
						Brewery in Planning - Los Gatos Los Gatos, CA 95033-8034Type: Planning",2018-08-20
"
						Brewery in Planning - Louisville Louisville, KY 40204-1913Type: Planning",2018-08-20
"
						Brewery in Planning - Louisville, KY ,  Phone: (847) 858-4869Type: Planning",2018-08-20
"
						Brewery in Planning - Loves Park, IL ,  Phone: (815) 222-3681Type: Planningbigbice21@aol.com",2018-08-20
"
						Brewery In Planning - Lucas Allen, TX 75002Phone: (214) 735-8587Type: Planning",2018-08-20
"
						Brewery in Planning - Lucinda, PA ,  Phone: (814) 227-8976Type: Planning",2018-08-20
"
						Brewery in Planning - Macon, GA ,  Phone: (720) 412-7527Type: Planningwww.roundtripbeer.com",2018-08-20
"
						Brewery in Planning - Maggie Valley, NC Maggie Valley, NC 28751-9500Phone: (828) 926-1717Type: Planningmeadowlarkmotel.com",2018-08-20
"
						Brewery in Planning - Manhasset, NY ,  Type: Planning",2018-08-20
"
						Brewery in Planning - Marietta, GA ,  Phone: (678) 665-9012Type: Planning",2018-08-20
"
						Brewery In Planning - Marion Marion, VA 24354-2210Type: Planning",2018-08-20
"
						Brewery in Planning - Mashpee Mashpee, MA 02649-2248Phone: (508) 274-9278Type: Planningwww.karmawheelbrewing.com",2018-08-20
"
						Brewery in Planning - Mattawan Mattawan, MI 49071-9449Phone: (810) 588-9958Type: Planning",2018-08-20
"
						Brewery in Planning - Matthews, NC Matthews, NC 28105-5316Phone: (704) 288-6120Type: Planningwww.matthewsbrew.com",2018-08-20
"
						Brewery in Planning - Medina Medina, NY 14103-9666Type: Planning",2018-08-20
"
						Brewery In Planning - Medina Long Lake, MN 55356-9675Type: Planning",2018-08-20
"
						Brewery in Planning - Memphis, TN ,  Phone: (501) 858-7427Type: Planning",2018-08-20
"
						Brewery in Planning - Miami County Miami County, OH 45373Type: Planning",2018-08-20
"
						Brewery in Planning - MIDLOTHIAN, TX Midlothian, TX 76065-7937Phone: (501) 288-3713Type: Planning",2018-08-20
"
						Brewery in Planning - Midlothian, VA ,  Phone: (804) 928-1096Type: Planning",2018-08-20
"
						Brewery In Planning - Milwaukee Rutherford, NJ 07070-0895Type: Planning",2018-08-20
"
						Brewery In Planning - Milwaukee Milwaukee, WI 53221Type: Planning",2018-08-20
"
						Brewery In Planning - Missoula ,  Type: Planning",2018-08-20
"
						Brewery in Planning - Mobile Mobile, AL 36606-1415Type: Planning",2018-08-20
"
						Brewery in Planning - Montclair Montclair, CA 91763-1589Type: Planning",2018-08-20
"
						Brewery in Planning - Morgantown, WV Morgantown, WV 26501Phone: (304) 476-4871Type: Planningwww.BeertopiaWV.com",2018-08-20
"
						Brewery in Planning - Morisset, NSW ,  Phone: 61 (042) 777-9457Type: Planning",2018-08-20
"
						Brewery In Planning - Morris Plains, NJ ,  Phone: (973) 865-3863Type: Planning",2018-08-20
"
						Brewery In Planning - Mounnt Airy Mount Airy, MD 21771-8820Phone: (443) 536-6455Type: Planning",2018-08-20
"
						Brewery in Planning - Mount sidney, VA Mount Sidney, VA 24467Type: Planning",2018-08-20
"
						Brewery in Planning - Mountain Lakes, NJ ,  Type: Planning",2018-08-20
"
						Brewery In Planning - Napa ,  Type: Planning",2018-08-20
"
						Brewery In Planning - Nashville Nashville, TN 37206-2412Type: Planning",2018-08-20
"
						Brewery in Planning - Nashville, IL ,  Phone: (618) 599-5490Type: Planning",2018-08-20
"
						Brewery in Planning - Nashville, TN ,  Phone: (615) 557-7894Type: Planning",2018-08-20
"
						Brewery In Planning - Natchitoches Natchitoches, LA Type: Planning",2018-08-20
"
						Brewery in Planning - New Smyrna Beach, FL ,  Phone: (407) 230-4084Type: Planning",2018-08-20
"
						Brewery in Planning - New York New York, NY TBDType: Planning",2018-08-20
"
						Brewery in Planning - Newark Newark, OH 43055-6722Phone: (740) 404-4646Type: Planning",2018-08-20
"
						Brewery in Planning - Newport News, VA ,  Phone: (843) 408-7145Type: Planning",2018-08-20
"
						Brewery in Planning - Newtown, CT Newtown, CT 06470Phone: (203) 948-7449Type: Planning",2018-08-20
"
						Brewery in Planning - Niceville Niceville, FL 32578Phone: (850) 758-5981Type: Planning",2018-08-20
"
						Brewery in Planning - Normal, IL ,  Type: Planning",2018-08-20
"
						Brewery in Planning - Oakland Oakland, CA 94611-5570Type: Planning",2018-08-20
"
						Brewery in Planning - Oconomowoc, WI ,  Phone: (414) 534-4199Type: Planning",2018-08-20
"
						Brewery in Planning - Oklahoma City, OK ,  Phone: (405) 595-8902Type: Planning",2018-08-20
"
						Brewery in Planning - Oklahoma City, OK ,  Phone: (405) 473-2875Type: Planning",2018-08-20
"
						Brewery in Planning - Oklahoma City, OK Oklahoma City, OK 73114-1522Phone: (214) 797-3282Type: Planning",2018-08-20
"
						Brewery in Planning - Olivebridge Olivebridge, NY 12461-5513Phone: (914) 261-5265Type: Planning",2018-08-20
"
						Brewery in Planning - Olympia Olympia, WA 98506-3026Phone: (253) 973-0844Type: Planning",2018-08-20
"
						Brewery in Planning - Olympia, WA ,  Phone: (360) 485-7738Type: Planning",2018-08-20
"
						Brewery In Planning - Omaha Omaha, NE 68102Type: Planning",2018-08-20
"
						Brewery in Planning - Orlando, FL Orlando, FL 32827Type: Planning",2018-08-20
"
						Brewery in Planning - Orlando, FL ,  Type: Planning",2018-08-20
"
						Brewery in Planning - Oxford, NJ ,  Phone: (908) 453-2791Type: Planning",2018-08-20
"
						Brewery In Planning - Oyster Bay Warwick, NY 10990-3426Type: Planning",2018-08-20
"
						Brewery in Planning - Pearland, TX ,  Phone: (713) 775-0511Type: Planning",2018-08-20
"
						Brewery In Planning - Pensacola Hilliard, OH 43026-7511Type: Planning",2018-08-20
"
						Brewery In Planning - Petersham New Salem, MA 01355Type: Planning",2018-08-20
"
						Brewery In Planning - Philadelphia Philadelphia, PA 19125-2822Phone: (215) 514-6630Type: Planning",2018-08-20
"
						Brewery In Planning - Philadelphia Southampton, NJ 08088-9062Type: Planning",2018-08-20
"
						Brewery in Planning - Philadelphia Philadelphia, PA 19148-Type: Planningwww.cartesianbrewing.com",2018-08-20
"
						Brewery In Planning - Philadelphia Philadelphia, PA Type: Planning",2018-08-20
"
						Brewery in Planning - Philadelphia, PA ,  Phone: (609) 231-5576Type: Planning",2018-08-20
"
						Brewery in Planning - Philipsburg, ,  Type: Planning",2018-08-20
"
						Brewery In Planning - Piedmont Piedmont, SD 57769-7145Type: Planning",2018-08-20
"
						Brewery in Planning - Pittsboro, NC ,  Phone: (919) 602-7636Type: Planningbigbeergeek@gmail.com",2018-08-20
"
						Brewery in Planning - Plaistow, NH ,  Phone: (978) 852-9334Type: Planning",2018-08-20
"
						Brewery in Planning - Plano Plano, TX 75023-6320Type: Planning",2018-08-20
"
						Brewery in Planning - plano, TX ,  Phone: (214) 924-8153Type: Planning",2018-08-20
"
						Brewery in Planning - Pleasant Hill, CA ,  Phone: (530) 306-2749Type: Planning",2018-08-20
"
						Brewery in Planning - Plymouth Plymouth, MI 48170-5738Phone: (313) 909-0179Type: Planning",2018-08-20
"
						Brewery In Planning - Point Lookout Point Lookout, NY 11569Type: Planning",2018-08-20
"
						Brewery In Planning - Portland Portland, OR 97213Type: Planning",2018-08-20
"
						Brewery in Planning - Portland New Gloucester, ME 04260-4228Type: Planning",2018-08-20
"
						Brewery in Planning - Portland , OR ,  Phone: (503) 319-9074Type: Planning",2018-08-20
"
						Brewery in Planning - Portsmouth, NH Portsmouth, NH 03801Type: Planningbackhillbeer.com",2018-08-20
"
						Brewery in Planning - Poughkeepsie, NY ,  Phone: (845) 309-4300Type: Planning",2018-08-20
"
						Brewery in Planning - Prior Lake, MN ,  Phone: (612) 790-6750Type: Planning",2018-08-20
"
						Brewery in Planning - Queen Creek, AZ ,  Phone: (480) 227-7762Type: Planning",2018-08-20
"
						Brewery in Planning - Quincy, IL ,  Phone: (217) 617-0441Type: Planning",2018-08-20
"
						Brewery In Planning - Raleigh ,  Type: PlanningGreater than 25% ownership by 1323 R & D, which is a craft brewer.",2018-08-20
"
						Brewery in Planning - RAMSEY, MN ,  Phone: (952) 484-5448Type: Planning",2018-08-20
"
						Brewery in Planning - Rancho Cucamonga Rancho Cucamonga, CA 91737-2461Phone: (909) 476-6934Type: Planning",2018-08-20
"
						Brewery in Planning - Rancho Cucamonga Rancho Cucamonga, CA 91730-5410Phone: (909) 466-1555Type: Planningwww.penwal.com",2018-08-20
"
						Brewery in Planning - REHOBOTH Rehoboth Beach, DE 19971-0049Phone: (352) 562-5449Type: Planningwww.sodelconcepts.com",2018-08-20
"
						Brewery in Planning - Renton, WA Renton, WA 98057-5111Phone: (206) 310-2055Type: Planning",2018-08-20
"
						Brewery in Planning - Richmond Richmond, VA 23226-3821Phone: (276) 920-1796Type: Planning",2018-08-20
"
						Brewery in Planning - Ridgeland, SC Ridgeland, SC 29936-8284Type: Planning",2018-08-20
"
						Brewery in Planning - RIVERSIDE Riverside, IL 60546-2336Type: Planning",2018-08-20
"
						Brewery in Planning - Riverton, WY Riverton, WY 82501Phone: (307) 709-0570Type: Planning",2018-08-20
"
						Brewery In Planning - Roanoke, VA. ,  Type: Planning",2018-08-20
"
						Brewery in Planning - Rochester, MN ,  Phone: (507) 993-6444Type: Planning",2018-08-20
"
						Brewery in Planning - Rome, GA ,  Phone: (678) 447-4084Type: Planning",2018-08-20
"
						Brewery in Planning - Rossville Memphis, TN 38107Phone: (901) 634-3589Type: Planning",2018-08-20
"
						Brewery in Planning - Round Rock, TX ,  Type: Planning",2018-08-20
"
						Brewery in Planning - Saint Andrews, NB ,  Type: Planning",2018-08-20
"
						Brewery in Planning - SAINT CLAIR, MO ,  Phone: (636) 358-8981Type: Planning",2018-08-20
"
						Brewery in Planning - Saint Clairsville , OH ,  Type: Planning",2018-08-20
"
						Brewery in Planning - Saint Louis Saint Louis, MO 63139Type: Planning",2018-08-20
"
						Brewery In Planning - Saint Paul MN Saint Paul, MN 55129-6922Type: Planning",2018-08-20
"
						Brewery in Planning - salem Salem, SC 29676-3262Phone: (925) 963-2763Type: Planning",2018-08-20
"
						Brewery in Planning - Salida, CO ,  Phone: (303) 408-0384Type: Planning",2018-08-20
"
						Brewery in Planning - Salt Lake City Salt Lake City, UT 84115Phone: (215) 760-3138Type: Planning",2018-08-20
"
						Brewery in Planning - San Diego San Diego, CA 92121-4396Phone: (858) 888-2188Type: PlanningWWW.gravityheights.com",2018-08-20
"
						Brewery in Planning - San Gabriel, CA ,  Type: Planning",2018-08-20
"
						Brewery in Planning - San Juan, ,  Phone: 01 (787) 594-8889Type: Planning",2018-08-20
"
						Brewery in Planning - Sanford, FL Sanford, FL 32773Phone: (407) 388-8286Type: Planning",2018-08-20
"
						Brewery in Planning - Sao Paulo, Sao Paulo ,  Phone: 55 (119) 754-4014Type: Planning",2018-08-20
"
						Brewery in Planning - Savannah Savannah, GA Phone: (912) 657-5003Type: Planning",2018-08-20
"
						Brewery in Planning - Schenectady Schenectady, NY 12305-2405Phone: (518) 312-0139Type: Planningwww.re4ormarchitecture.com",2018-08-20
"
						Brewery in Planning - Seattle Seattle, WA 98199-2747Type: Planning",2018-08-20
"
						Brewery in Planning - Seattle Seattle, WA 98133-8214Type: Planning",2018-08-20
"
						Brewery In Planning - Seattle Seattle, WA 98115-3330Phone: (206) 287-1710Type: Planning",2018-08-20
"
						Brewery in Planning - Seattle, WA ,  Type: Planning",2018-08-20
"
						Brewery in Planning - Seattle, WA ,  Phone: (360) 979-9762Type: Planning",2018-08-20
"
						Brewery In Planning - Seymour Seymour, IN 47274Type: Planning",2018-08-20
"
						Brewery in Planning - Shanghai, Shanghai ,  Phone: (186) 210-1017Type: Planning",2018-08-20
"
						Brewery in Planning - Sherman Oaks Sherman Oaks, CA 91403Type: Planning",2018-08-20
"
						Brewery in Planning - Sierra Vista Sierra Vista, AZ 85635-8419Phone: (262) 501-3053Type: Planning",2018-08-20
"
						Brewery in Planning - Silver Spring Silver Spring, MD 20910-5122Phone: (202) 714-8869Type: Planning",2018-08-20
"
						Brewery in Planning - Singapore, ,  Type: Planning",2018-08-20
"
						Brewery in Planning - Sioux Falls, SD Sioux Falls, SD 57103Phone: (605) 321-5491Type: Planning",2018-08-20
"
						Brewery in Planning - Solon, OH Solon, OH 44139-3884Phone: (440) 725-2441Type: Planning",2018-08-20
"
						Brewery in Planning - Somerville, MA ,  Phone: (617) 519-1869Type: Planning",2018-08-20
"
						Brewery In Planning - Somerville, MA Houston, TX 77043-4718Type: Planning",2018-08-20
"
						Brewery in Planning - South Boston, VA ,  Phone: (004) 477-1255Type: Planning",2018-08-20
"
						Brewery in Planning - South San Francisco, CA ,  Type: Planning",2018-08-20
"
						Brewery In Planning - Southern Pines , NC Type: Planning",2018-08-20
"
						Brewery in Planning - Sparta Sparta, WI 54656-6736Phone: (715) 252-9738Type: Planning",2018-08-20
"
						Brewery In Planning - Spokane Spokane, WA 99208Type: Planning",2018-08-20
"
						Brewery In Planning - Spokane Spokane, WA 99224-4704Type: Planning",2018-08-20
"
						Brewery In Planning - Spokane Edmonds, WA 98026Type: Planning",2018-08-20
"
						Brewery in Planning - Spring City, PA ,  Type: Planning",2018-08-20
"
						Brewery in Planning - st johns Saint Johns, FL 32259-2895Phone: (904) 514-0458Type: Planning",2018-08-20
"
						Brewery in Planning - St Thomas, VI ,  Phone: (609) 423-8004Type: Planningpwcauf@yahoo.com",2018-08-20
"
						Brewery in Planning - St.Augustine, FL St.Augustine, FL 32080Phone: (904) 460-8100Type: Planning",2018-08-20
"
						Brewery in Planning - Stevenson Ranch Stevenson Ranch, CA 91381-1827Phone: (818) 429-8572Type: Planning",2018-08-20
"
						Brewery in Planning - Stevensville, MI ,  Phone: (734) 864-6075Type: Planning",2018-08-20
"
						Brewery In Planning - Stockbridge Stockbridge, MA 01262-1202Type: Planning",2018-08-20
"
						Brewery in Planning - Stoughton, WI ,  Type: Planning",2018-08-20
"
						Brewery in Planning - Stow, OH Stow, OH 44224-1009Type: Planning",2018-08-20
"
						Brewery in Planning - Stuart, FL ,  Phone: (772) 214-2621Type: Planning",2018-08-20
"
						Brewery in Planning - Suwanee Suwanee, GA 30024-4515Phone: (678) 689-8355Type: Planning",2018-08-20
"
						Brewery in Planning - Sylvania, OH ,  Phone: (419) 764-0119Type: Planning",2018-08-20
"
						Brewery in Planning - Tampa Tampa, FL 33605-2706Type: Planning",2018-08-20
"
						Brewery in Planning - Tarzana, CA ,  Phone: (818) 731-1815Type: Planning",2018-08-20
"
						Brewery in Planning - TICONDEROGA, NY Ticonderoga, NY 12883-1455Phone: (973) 670-6214Type: Planning",2018-08-20
"
						Brewery in Planning - Topsham, ME ,  Type: Planning",2018-08-20
"
						Brewery in Planning - Upper Arlington Upper Arlington, OH 43221-4112Type: Planning",2018-08-20
"
						Brewery In Planning - Vacaville Vacaville, CA 95688-2526Phone: (707) 337-9522Type: Planning",2018-08-20
"
						Brewery in Planning - Valparaiso , IN ,  Phone: (219) 299-9531Type: Planning",2018-08-20
"
						Brewery in Planning - Ventura Ventura, CA 93003-8058Phone: (805) 415-1211Type: Planningwww.seawardbrewing.com",2018-08-20
"
						Brewery in Planning - Vienna, VA ,  Type: Planning",2018-08-20
"
						Brewery in Planning - Virginia Beach Virginia Beach, VA 23454-3552Phone: (757) 817-4246Type: Planning",2018-08-20
"
						Brewery In Planning - V-Twin Brewing Saint Petersburg, FL 33705-5929Type: Planning",2018-08-20
"
						Brewery In Planning - Wadsworth Wadsworth, OH 44281-7401Type: Planning",2018-08-20
"
						Brewery in Planning - Wakefield, RI ,  Phone: (401) 533-6563Type: Planningwww.midwatchbrewingco.com",2018-08-20
"
						Brewery in Planning - Wappingers falls, NY ,  Type: Planning07-01-2020",2018-08-20
"
						Brewery in Planning - Washington Nyack, NY Phone: (202) 577-6004Type: Planning",2018-08-20
"
						Brewery in Planning - Washington Washington, DC 20009-2408Type: Planning",2018-08-20
"
						Brewery in Planning - Washington Washington, TX 77880Type: Planning",2018-08-20
"
						Brewery In Planning - Waterbury Waterbury, VT 05676-9537Type: Planning",2018-08-20
"
						Brewery In Planning - Watertown Worcester, MA 01608-2064Phone: (978) 660-5526Type: Planningwww.redemptionrock.beer",2018-08-20
"
						Brewery in Planning - Wausau, WI Wausau, WI 54403Phone: (512) 826-7012Type: Planning",2018-08-20
"
						Brewery in Planning - Wayland Waterbury Center, VT 05677Phone: (802) 498-7767Type: Planning",2018-08-20
"
						Brewery in Planning - Waynesville Waynesville, OH 45068-7004Phone: (937) 581-3539Type: Planning",2018-08-20
"
						Brewery in Planning - Waynesville, NC ,  Phone: (828) 550-4656Type: Planning",2018-08-20
"
						Brewery in Planning - Wellington, OH ,  Type: Planning",2018-08-20
"
						Brewery in Planning - Wellsville, NY Wellsville, NY 14895Phone: (585) 610-0787Type: Planningwellsvillebrewingcompany.com",2018-08-20
"
						Brewery in Planning - West Jordan, UT ,  Phone: (801) 573-1599Type: Planning",2018-08-20
"
						Brewery in Planning - WEXFORD Wexford, PA 15090-7549Phone: (412) 726-4889Type: Planning",2018-08-20
"
						Brewery in Planning - Weyers Cave, VA ,  Phone: (540) 271-4782Type: Planning",2018-08-20
"
						Brewery in Planning - WHITMORE LAKE Whitmore Lake, MI 48189-9771Type: Planning",2018-08-20
"
						Brewery in Planning - Winchester, MA Winchester, MA 01890Phone: (617) 438-1338Type: Planning",2018-08-20
"
						Brewery in Planning - Winchster, CA ,  Phone: (951) 322-5043Type: Planning",2018-08-20
"
						Brewery in Planning - Winston Salem Winston Salem, NC 27106-5015Phone: (336) 692-2022Type: Planning",2018-08-20
"
						Brewery in Planning - woodbridge Woodbridge, VA 22193-3260Phone: (571) 408-3509Type: Planning",2018-08-20
"
						Brewery in Planning - Woodland Hills, CA ,  Phone: (818) 605-9996Type: Planning",2018-08-20
"
						Brewery In Planning - Worthington, OH. Columbus, OH 43085Type: Planning",2018-08-20
"
						Brewery in Planning - Yardley Yardley, PA 19067-5760Type: Planning",2018-08-20
"
						Brewery in Planning - Yuma, AZ Yuma, AZ 85364-8478Phone: (928) 502-0644Type: Planning",2018-08-20
"
						Brewery in Planning - Zionsville , IN ,  Phone: (317) 531-8952Type: Planning",2018-08-20
"
						Brewery In Planning- Chandler, AZ. Kingston, NJ 85286Type: Planning",2018-08-20
"
						Brewery In Planning- Chicago, IL Chicago, IL Type: Planning",2018-08-20
"
						Brewery In Planning- Fort Collins ,  Phone: (714) 348-2007Type: Planning",2018-08-20
"
						Brewery In Planning- Gonzales Midland, MI 48642-8513Phone: 225-257-4118Type: Planning",2018-08-20
"
						Brewery In Planning- Houston Houston, TX Phone: (832) 549-0286Type: Planning",2018-08-20
"
						Brewery In Planning- Mc Kinney, TX. McKinney, TX 75069-9000Type: Planning",2018-08-20
"
						Brewery In Planning- Mission Viejo Mission Viejo, CA Type: Planning",2018-08-20
"
						Brewery In Planning- Plano, TX. Plano, TX 75075-3012Type: Planning",2018-08-20
"
						Brewery In Planning Suwanee Duluth, GA 30096-3282Phone: (678) 571-7353Type: Planning",2018-08-20
"
						Brewery Legitimus283 Main St New Hartford, CT 06057-2750 | MapPhone: (860) 810-8894Type: Microwww.brewerylegitimus.com",2018-08-20
"
						Brewery Ommegang656 County Highway 33 Cooperstown, NY 13326-4737 | MapPhone: (800) 544-1809Type: Regionalwww.ommegang.comGreater than 25% ownership by Duvel Moortgat NV..",2018-08-20
"
						Brewery Resolute Stevens Point, WI 54481-1843Phone: (715) 321-4617Type: Planning",2018-08-20
"
						Brewery Rex Santa Barbara, CA Phone: (949) 322-8599Type: Proprietorwww.breweryrex.com",2018-08-20
"
						Brewery Rickoli4335 Wadsworth Blvd Wheat Ridge, CO 80033-4621 | MapPhone: (303) 431-6862Type: Microwww.breweryrickoli.com",2018-08-20
"
						Brewery Silvaticus9 Water St Amesbury, MA 01913-2936 | MapPhone: (978) 504-2337Type: Brewpubwww.silvaticusbeers.com",2018-08-20
"
						Brewery Terra Firma2959 Hartman Rd Traverse City, MI 49685-8838 | MapPhone: (231) 929-1600Type: Microwww.breweryterrafirma.com",2018-08-20
"
						Brewery Twenty Five106 3rd St Hollister, CA 95023 | MapPhone: (831) 636-7640Type: Microwww.brewerytwentyfive.com",2018-08-20
"
						Brewery Vivant925 Cherry St SE Grand Rapids, MI 49506-1403 | MapPhone: (616) 719-1604Type: Brewpubwww.breweryvivant.com",2018-08-20
"
						Brewfinity Brewing CoN58 W39800 Industrial Rd Ste D Oconomowoc, WI 53066 | MapPhone: (262) 456-2843Type: Brewpubwww.sweetmulletsbrewing.com",2018-08-20
"
						Brewheim Brewing Company Anaheim, CA 92806Type: Planningwww.brewheim.com",2018-08-20
"
						Brewhouse At Bear River11 Bear Paws Way Loleta, CA 95551-9684 | MapType: Micro",2018-08-20
"
						Brewing Academy Of Montana At FVCC Kalispell, MT 59901Phone: (406) 756-4359Type: Planningwww.fvcc.edu",2018-08-20
"
						Brewing Tree Beer Company9278 Rockfish Valley Hwy Afton, VA 22920 | MapPhone: (540) 381-0990Type: Micro",2018-08-20
"
						Brewjeria Company Hacienda Heights, CA 91745-1620Type: Planningwww.brewjeriacompany.com",2018-08-20
"
						BrewLAB4191 Carpinteria Ave Ste 8 Carpinteria, CA 93013-3302 | MapType: Microwww.brewlabcraft.com/",2018-08-20
"
						Brewmaster Jack Northampton, MA Phone: (413) 367-7190Type: Contractwww.brewmasterjack.com",2018-08-20
"
						Brewmasters Tavern / Brewmasters Brewing Services4 Main St Williamsburg, MA 01096-9428 | MapPhone: (413) 268-2199Type: Micro",2018-08-20
"
						Brewmented900 S Hover St Ste C Longmont, CO 80501-7941 | MapPhone: (877) 257-9956Type: Microwww.brewmented.com",2018-08-20
"
						BrewPlan, Inc. Onalaska, WI 54650Phone: (608) 386-9430Type: Planningwww.brewplan.com",2018-08-20
"
						Brewpop Brewery2122 US Highway 92 W Auburndale, FL 33823-3962 | MapPhone: (863) 662-3864Type: Brewpubwww.brewpop.com",2018-08-20
"
						Brewport Brewing Co225 S Frontage Rd Bridgeport, CT 06604-5031 | MapPhone: (203) 612-4438Type: Brewpubwww.brewportct.com",2018-08-20
"
						BrewSA Brewing Co180 Woodcleft Ave Freeport, NY 11520-6336 | MapPhone: (516) 377-2751Type: Microwww.brewsa.com",2018-08-20
"
						Brewstel120 Davis Ave Elkins, WV 26241-3812 | MapPhone: (304) 997-4769Type: Microwww.brewstel.com",2018-08-20
"
						Brewster Bros Brewing Co402 W River St Chippewa Falls, WI 54729-2355 | MapPhone: (715) 861-5100Type: Microwww.chippewariverdistillery.com/beer/",2018-08-20
"
						Brewster River Pub & Brewery4087 Vt Route 108 S Jeffersonville, VT 05464-9509 | MapPhone: (802) 644-6366Type: Brewpubwww.brewsterriverpubnbrewery.com",2018-08-20
"
						Brewtality930 McLaughlin Ave San Jose, CA 95122-2611 | MapPhone: (310) 402-3349Type: Contractwww.brewtality.com",2018-08-20
"
						Brewyard Beer Company LLC906 Western Ave Glendale, CA 91201 | MapPhone: (818) 409-9448Type: Microwww.brewyardbeercompany.com",2018-08-20
"
						Briar Common Brewery2298 N Clay St Denver, CO 80211-5122 | MapPhone: (720) 470-3731Type: Brewpubwww.briarcommon.com",2018-08-20
"
						BriarScratch BrewingHighway 25 Cottontown, TN 37048 | MapPhone: (615) 319-1563Type: Microwww.briarscratchbrewing.com",2018-08-20
"
						Brice's Brewing Company1822 Garner Station Blvd Raleigh, NC 27603-3643 | MapPhone: (984) 200-1803Type: Microwww.bricesbrewing.com",2018-08-20
"
						Brick & Mortar Brewing Company212 E Washington St Suffolk, VA 23434-4514 | MapPhone: (757) 533-1173Type: Micro",2018-08-20
