"name","brewery_type","address","address2","phone","website","pull_date","city","state","state_full","HD01_S023","HD02_S023"
"BrickTree Brewing Co.","Planning","",NA,"(980) 785-4970","www.bricktreebrewing.com","2018-09-12",NA,NA,NA,NA,NA
"Brickway Brewery and Distillery","Micro","1116 Jackson St","Omaha, NE 68102-2825","(402) 933-2613","www.drinkbrickway.com","2018-09-12","Omaha","NE","Nebraska",1286989,70.5
"Brickyard Brewing Company","Brewpub","436 Center St","Lewiston, NY 14092-1604","(716) 754-7227","www.brickyardbrewingcompany.com","2018-09-12","Lewiston","NY","New York",14187508,73.2
"Brickyard Hollow Brewing Co","Brewpub","236 Main St","Yarmouth, ME 04096","(207) 847-0411","www.brickyardhollow.com","2018-09-12","Yarmouth","ME","Maine",999994,75.3
"Bridal Veil Brewing","Micro","5040 Ca-140 Ste C","Mariposa, CA 95338","(209) 966-7837","www.facebook.com/Bridal-Veil-Brewing-114925729113371","2018-09-12","Mariposa","CA","California",26228272,70.4
"Bridge 99 Brewery","Micro","63063 Layton Ave","Bend, OR 97701-7087","(541) 280-1690","NA","2018-09-12","Bend","OR","Oregon",2806429,73.3
"Bridge And Tunnel Brewery","Micro","15-35 Decatur St","Ridgewood, NY 11385-5818","(347) 392-8593","www.bridgeandtunnelbrewery.com","2018-09-12","Ridgewood","NY","New York",14187508,73.2
"Bridge Brew Works","Micro","335 Nick Rahall Greenway","Fayetteville, WV 25840-1617","(304) 282-2201","www.bridgebrewworks.com","2018-09-12","Fayetteville","WV","West Virginia",1387908,74.9
"Bridge Street Brew Works","Planning","",NA,"NA","NA","2018-09-12",NA,NA,NA,NA,NA
"BridgePort Brewing Co","Regional","1318 NW Northrup St","Portland, OR 97209-2808","(503) 241-7179","www.bridgeportbrew.com","2018-09-12","Portland","OR","Oregon",2806429,73.3
"Bridger Brewing Company","Brewpub","1609 S 11th Ave","Bozeman, MT 59715-5466","(406) 587-2124","www.bridgerbrewing.com","2018-09-12","Bozeman","MT","Montana",724590,73.2
"Brieux Carre Brewing Company","Micro","2115 Decatur St","New Orleans, LA 70116","(504) 304-4242","www.brieuxcarre.com","2018-09-12","New Orleans","LA","Louisiana",3210884,70.8
"Brigadoon Brewery & Brew School","Micro","4808 Fairmont Pkwy Ste 112","Pasadena, TX 77505-3722","(936) 894-0425","www.brigadoonbrewery.com","2018-09-12","Pasadena","TX","Texas",17154807,68.2
"Bright Ideas Brewing","Micro","111 Mass Moca Way","North Adams, MA 01247-2411","(413) 346-4460","www.brightideasbrewing.com","2018-09-12","North Adams","MA","Massachusetts",4825238,73.7
"Bright Light Brewing Company","Micro","444 W Russel St Ste 102","Fayetteville, NC 28301","(910) 339-0464","NA","2018-09-12","Fayetteville","NC","North Carolina",6835727,71.7
"Bright Penny Brewing Company","Contract","309 W Graham St","Mebane, NC 27302-2311","NA","www.brightpennybrewing.com","2018-09-12","Mebane","NC","North Carolina",6835727,71.7
"Brighter Day's Brewing Company","Planning","","New Port Richey, FL 34655-3717","(727) 224-2027","www.brighterdaysbeer.com","2018-09-12","New Port Richey","FL","Florida",14030290,74.6
"Brightside Aleworks","Micro","480 Center Pl","Altoona, IA 50009","(515) 967-9989","www.brightsidealeworks.com","2018-09-12","Altoona","IA","Iowa",2178618,71.5
"Brim Kitchen and Brewery","Brewpub","3941 Erie St","Willoughby, OH 44094-7704","(440) 206-8183","www.brimbrewery.com","2018-09-12","Willoughby","OH","Ohio",8305392,72
"Brimstone Corners Brewing Company","Planning","",NA,"(330) 936-5127","NA","2018-09-12",NA,NA,NA,NA,NA
"Brindle Haus Brewing Company","Micro","377 S Union St","Spencerport, NY 14559-1970","(585) 507-6665","www.brindlehausbrewing.com","2018-09-12","Spencerport","NY","New York",14187508,73.2
"Brink Brewing Company","Micro","5905 Hamilton Ave","Cincinnati, OH 45224-3045","(513) 882-3334","www.brinkbrewing.com","2018-09-12","Cincinnati","OH","Ohio",8305392,72
"Brinx Jones Brewery","Micro","613 E Landis Ave","Vineland, NJ 08360","(856) 405-6993","www.brinxjones.com","2018-09-12","Vineland","NJ","New Jersey",6391930,72.7
"Brioux City Brewery","Micro","1306 Court St","Sioux City, IA 51105","(712) 277-9568","www.briouxcitybrewery.com","2018-09-12","Sioux City","IA","Iowa",2178618,71.5
"Bristol Brewing Co","Micro","1604 S Cascade Ave","Colorado Springs, CO 80905-2237","(719) 633-2555","www.bristolbrewing.com","2018-09-12","Colorado Springs","CO","Colorado",3595067,71.5
"Bristol Restaurant LLC","Planning","",NA,"(276) 628-2577","NA","2018-09-12",NA,NA,NA,NA,NA
"Bristol Station Brews & Taproom","Micro","41 Piedmont Ave","Bristol, VA 24201-4160","(276) 608-1220","www.bristolbrew.com","2018-09-12","Bristol","VA","Virginia",5799894,72.5
"Brite Eyes Brewing Co","Brewpub","1156 S Burdick St","Kalamazoo, MI 49001-2741","(269) 220-5001","NA","2018-09-12","Kalamazoo","MI","Michigan",7085405,71.7
"British Bulldog Brewery","Micro","14540 Camaren Park Dr","Chico, CA 95973-8835","(530) 892-8759","www.britishbulldogbrewery.com","2018-09-12","Chico","CA","California",26228272,70.4
"Brix City Brewing","Micro","4 Alsan Way","Little Ferry, NJ 07643-1001","(201) 440-0865","www.brixcitybrewing.com","2018-09-12","Little Ferry","NJ","New Jersey",6391930,72.7
"Brix Taphouse and Brewery","Brewpub","813 8th St","Greeley, CO 80631-3911","(970) 397-6146","www.brixtaphouseandbrewery.com","2018-09-12","Greeley","CO","Colorado",3595067,71.5
"Brixton Brewing","Brewpub","165 Brighton Ave","Rochester, PA 15074-2203","(724) 728-2227","www.brixtonbrewing.com","2018-09-12","Rochester","PA","Pennsylvania",9331047,73.5
"Broad Brook Brewing Company","Micro","915 South St","Suffield, CT 06078","(860) 623-1000","www.broadbrookbrewing.com","2018-09-12","Suffield","CT","Connecticut",2610182,73
"Broad Leaf Farm Brewery","Planning","","South Glastonbury, CT 06073-2017","(215) 805-7228","NA","2018-09-12","South Glastonbury","CT","Connecticut",2610182,73
"Broad Ripple Brewing Co","Brewpub","842 E 65th St","Indianapolis, IN 46220-1674","(317) 253-2739","NA","2018-09-12","Indianapolis","IN","Indiana",4578226,70.6
"Broadway Brewery","Brewpub","816 E Broadway Ste B","Columbia, MO 65201-4898","(573) 443-5054","www.broadwaybrewery.com","2018-09-12","Columbia","MO","Missouri",4300988,71.8
"Brocklebank Craft Brewing","Micro","357 Dickerman Hill Rd","Chelsea, VT 05038-9098","(802) 685-4838","www.brocklebankvt.com","2018-09-12","Chelsea","VT","Vermont",465053,74.3
"Brock's Homebrew Supply","Micro","7025 Industrial Rd A, West","Melbourne, FL 32904","(321) 473-3846","www.brockshomebrew.com","2018-09-12","Melbourne","FL","Florida",14030290,74.6
"Broken Arrow Brewing Co.","Micro","333 W Dallas St","Broken Arrow, OK 74012-4026","(918) 286-8101","www.brokenarrowbrewingco.com","2018-09-12","Broken Arrow","OK","Oklahoma",2653673,70.7
"Broken Bat Brewing Company, LLC","Micro","231 E Buffalo St Lowr UNIT","Milwaukee, WI 53202-5727","(414) 316-9197","www.brokenbatbrewery.com","2018-09-12","Milwaukee","WI","Wisconsin",4104027,72.2
"Broken Boundary Brewery","Planning","","Honolulu, HI 96817","(808) 834-2739","NA","2018-09-12","Honolulu","HI","Hawaii",1003512,73.8
"Broken Bow Brewery","Micro","173 Marbledale Rd","Tuckahoe, NY 10707-3117","(914) 268-0900","www.brokenbowbrewery.com","2018-09-12","Tuckahoe","NY","New York",14187508,73.2
"Broken Cauldron Taproom and Brewery","Micro","1012 W Church St","Orlando, FL 32805-2216","(407) 986-1012","www.brokencauldrontaproom.com","2018-09-12","Orlando","FL","Florida",14030290,74.6
"Broken Chair Brewery","Micro","424 East Penn Ave","West Reading, PA 19611-1130","(484) 866-3948","www.brokenchairbrewery.com","2018-09-12","West Reading","PA","Pennsylvania",9331047,73.5
"Broken Clock Brewing Cooperative","Micro","3134 California St NE Ste 122","Minneapolis, MN 55418-1789","(970) 333-0135","www.brokenclockbrew.com","2018-09-12","Minneapolis","MN","Minnesota",3799982,71.6
"Broken Coat Brewing","Planning","","Lake Worth, FL 33467-1002","NA","NA","2018-09-12","Lake Worth","FL","Florida",14030290,74.6
"Broken Compass Brewing","Micro","68 Continental Ct Unit B-12","Breckenridge, CO 80424-8515","(541) 905-3016","www.brokencompassbrewing.com","2018-09-12","Breckenridge","CO","Colorado",3595067,71.5
"Broken Gate Brewing","Planning","","Baltimore, MD 21230-4464","(310) 345-3570","NA","2018-09-12","Baltimore","MD","Maryland",4175913,72.3
"Broken Goblet Brewing","Brewpub","1500 Grundy Ln Bldg 1","Bristol, PA 19007-1521","(267) 812-5653","www.brokengoblet.com","2018-09-12","Bristol","PA","Pennsylvania",9331047,73.5
"Broken Horn Brewing Company","Micro","201 S Mission St","McCall, ID 83638-","(208) 315-5772","www.brokenhornbrewing.com","2018-09-12","McCall","ID","Idaho",1070097,68.3
"Broken Plow Brewery","Micro","4731 W 10th St Unit G","Greeley, CO 80634-2046","(970) 397-8373","www.brokenplowbrewery.com","2018-09-12","Greeley","CO","Colorado",3595067,71.5
"Broken Rock Brewery","Brewpub","282 Grindstone Rd Bird Creek Farms","Port Austin, MI 48467-9390","(248) 703-3114","birdcreekfarms.com","2018-09-12","Port Austin","MI","Michigan",7085405,71.7
"Broken Symmetry Gastro Brewery","Brewpub","5 Depot Pl","Bethel, CT 06801-2507","(203) 731-1735","NA","2018-09-12","Bethel","CT","Connecticut",2610182,73
"Broken Tooth Brewing Co","Brewpub","2021 Spar Ave","Anchorage, AK 99501-1815","(907) 278-4999","NA","2018-09-12","Anchorage","AK","Alaska",491763,69.2
"Broken Trail Brewery & Distillery","Micro","2921 Stanford Dr NE","Albuquerque, NM 87107-1813","(505) 221-6281","www.brokentrailspirits.com","2018-09-12","Albuquerque","NM","New Mexico",1449403,70.4
"Broken Wheel Brewery","Brewpub","109 Tunica Dr E","Marksville, LA 71351-3005","(318) 253-6543","NA","2018-09-12","Marksville","LA","Louisiana",3210884,70.8
"Brokerage Brewing Company","Micro","2516 Covington St","West Lafayette, IN 47906-1404","(765) 233-2767","www.brokeragebrewing.com","2018-09-12","West Lafayette","IN","Indiana",4578226,70.6
"Bron Yr Aur Brewing","Brewpub","12160 US Highway 12","Naches, WA 98937-9222","(509) 653-1109","NA","2018-09-12","Naches","WA","Washington",4860559,72.3
"Bronze Owl Brewing","Brewpub","506 Vine St","Poplar Bluff, MO 63901-7331","573-840-5202","www.bronzeowlbrewing.com","2018-09-12","Poplar Bluff","MO","Missouri",4300988,71.8
"Brookeville Beer Farm","Micro","20315 Georgia Ave","Brookeville, MD 20833-1711","(301) 260-1000","www.brookevillebeerfarm.com","2018-09-12","Brookeville","MD","Maryland",4175913,72.3
"Brooklyn Brewery","Regional","79 N 11th St #1 Brewers Row","Brooklyn, NY 11249-1913","(718) 486-7422","www.brooklynbrewery.com","2018-09-12","Brooklyn","NY","New York",14187508,73.2
"Brooks Brewery / Northside Lounge","Brewpub","100 Brooks Blvd","Manville , NJ 08835","(908) 722-7712","www.northsidelounge.com","2018-09-12","Manville","NJ","New Jersey",6391930,72.7
"Brooks Brewing","Micro","52033 Van Dyke","Shelby Charter Township, MI 48316","(586) 884-4741","www.bbrewing.com","2018-09-12","Shelby Charter Township","MI","Michigan",7085405,71.7
"Broomtail Craft Brewery","Micro","6404 Amsterdam Way Ste 100","Wilmington, NC 28405-2563","(910) 264-1369","www.broomtailcraftbrewery.com","2018-09-12","Wilmington","NC","North Carolina",6835727,71.7
"Brother Ass Brewing","Micro","11700 NE 54th Ct","Vancouver, WA 98686-4589","(360) 607-3275","www.brotherassbrewing.com","2018-09-12","Vancouver","WA","Washington",4860559,72.3
"Brother Joseph's Brewing Company","Planning","","Missoula, MT","(435) 232-5781","www.xcmdt.com","2018-09-12","Missoula","MT","Montana",724590,73.2
"Brothers Cascadia Brewing","Micro","9811 NE 15th Ave","Vancouver, WA 98665-9102","(360) 718-8927","www.brotherscascadiabrewing.com","2018-09-12","Vancouver","WA","Washington",4860559,72.3
"Brothers Craft Brewing","Micro","800 N Main St","Harrisonburg, VA 22802-4625","(540) 421-6599","www.brotherscraftbrewing.com","2018-09-12","Harrisonburg","VA","Virginia",5799894,72.5
"Brothers Kershner Brewing Co","Micro","4119 W Skippack Pike","Skippack, PA 19474","(610) 222-2739","www.brotherskershner.com","2018-09-12","Skippack","PA","Pennsylvania",9331047,73.5
"Brotherton Brewing Company","Micro","340 Forked Neck Rd","Shamong, NJ 08088","(609) 801-2686","www.brothertonbrewing.com","2018-09-12","Shamong","NJ","New Jersey",6391930,72.7
"Brotherwell Brewing","Micro","400 E Bridge St","Waco, TX 76704-2505","(214) 763-8755","NA","2018-09-12","Waco","TX","Texas",17154807,68.2
"Brouwerij Cursus Keme","Brewpub","155 Thompson St","Asheville, NC 28803-1404","NA","NA","2018-09-12","Asheville","NC","North Carolina",6835727,71.7
"Brouwerij Les Deplorables","Micro","19812 163rd Ave NE","Woodinville, WA 98072-7027","(206) 790-2496","NA","2018-09-12","Woodinville","WA","Washington",4860559,72.3
"Brouwerij West","Micro","110 E 22nd St","San Pedro, CA 90731-7202","(310) 833-9330","www.brouwerijwest.com","2018-09-12","San Pedro","CA","California",26228272,70.4
"Brown Iron Brewhouse","Brewpub","57695 Van Dyke Rd","Washington, MI 48094-2879","586697330","www.browniron.com","2018-09-12","Washington","MI","Michigan",7085405,71.7
"Brown Truck Brewery","Micro","1234 N Main St","High Point, NC 27262-3118","(336) 886-1234","www.browntruckbrewery.com","2018-09-12","High Point","NC","North Carolina",6835727,71.7
"Brown's Brewing Co","Brewpub","50 Factory Hill Rd","North Hoosick, NY 12133","(518) 273-2337","www.brownsbrewing.com","2018-09-12","North Hoosick","NY","New York",14187508,73.2
"Brown's Brewing Co","Brewpub","417 River St","Troy, NY 12180-2822","(518) 365-4846","www.brownsbrewing.com","2018-09-12","Troy","NY","New York",14187508,73.2
"BRU Handbuilt Ales and Eats","Brewpub","5290 Arapahoe Ave","Boulder, CO 80303-1269","(720) 638-5193","www.bruboulder.com","2018-09-12","Boulder","CO","Colorado",3595067,71.5
"Bruehol Brewing LLC","Proprietor","4828 E 2nd St","Benicia, CA 94510-1023","(707) 327-6768","www.bruehol.com","2018-09-12","Benicia","CA","California",26228272,70.4
"Brueprint Brewing Company LLC","Micro","1229 Perry Rd Ste 101","Apex, NC 27502-6898","(919) 971-8846","www.brueprint.com","2018-09-12","Apex","NC","North Carolina",6835727,71.7
"Bruery Terreux","Micro","1174 N Grove St","Anaheim, CA 92806-2129","(714) 996-6258","www.thebruery.com","2018-09-12","Anaheim","CA","California",26228272,70.4
"Bruery, The","Micro","717 Dunn Way","Placentia, CA 92870-6806","(714) 996-6258","www.thebruery.com","2018-09-12","Placentia","CA","California",26228272,70.4
"Brues Alehouse Brewing Company","Brewpub","120 Riverwalk Place","Pueblo, CO 81003","(719) 924-9670","www.bruesalehouse.com","2018-09-12","Pueblo","CO","Colorado",3595067,71.5
"Brugge Brasserie","Brewpub","1011A E Westfield Blvd","Indianapolis, IN 46220-","(317) 255-0978","www.bruggebrasserie.com","2018-09-12","Indianapolis","IN","Indiana",4578226,70.6
"BruRm At Bar","Brewpub","254 Crown St","New Haven, CT 06511-6610","(203) 495-8924","www.barnightclub.com","2018-09-12","New Haven","CT","Connecticut",2610182,73
"Brush Creek Brewing Company","Brewpub","102 N Main St","Atkinson, NE 68713-4946","(402) 925-2629","NA","2018-09-12","Atkinson","NE","Nebraska",1286989,70.5
"Brutopia Brewery and Kitchen","Brewpub","505 Atwood Ave","Cranston, RI 02920-5327","(401) 464-8877","www.brutopiabrewery.com","2018-09-12","Cranston","RI","Rhode Island",771272,73.3
"Bruz Beers","Micro","1675 W 67th Ave Ste 100","Denver, CO 80221-2595","(303) 650-2337","www.bruzbeers.com","2018-09-12","Denver","CO","Colorado",3595067,71.5
"BS Brew Works Inc.","Planning","",NA,"(615) 473-8329","www.thebsbrewworks.com","2018-09-12",NA,NA,NA,NA,NA
"BS Brewing","Micro","1408 Old Lehmann Rd","Seguin, TX 78155-5048","(830) 660-8124","www.bsbrewingtx.com","2018-09-12","Seguin","TX","Texas",17154807,68.2
"Bubba Brew's Brewing Company","Micro","8091 Airport Rd","Bonnerdale, AR 71933-6648","(870) 356-4001","www.bubbabrewsbrewingco.com","2018-09-12","Bonnerdale","AR","Arkansas",2077218,71.2
"Bubes Brewery","Brewpub","102 N Market St","Mount Joy, PA 17552-1306","(717) 653-2056","www.bubesbrewery.com","2018-09-12","Mount Joy","PA","Pennsylvania",9331047,73.5
"Buchanan Craft LLC","Planning","","Chicago, IL 60647-9735","(630) 772-2199","NA","2018-09-12","Chicago","IL","Illinois",9154497,71.3
"Buck Bald Brewing Corporation","Micro","","Blue Ridge, GA 30513","(770) 316-9971","www.buckbaldbrewing.com","2018-09-12","Blue Ridge","GA","Georgia",6762553,69.8
"Buck Hill Brewery and Restaurant","Brewpub","45 Route 94","Blairstown, NJ 07825","(908) 854-5300","www.buckhillbrewery.com","2018-09-12","Blairstown","NJ","New Jersey",6391930,72.7
"Bucket Brigade Brewery","Micro","205 N Main St","Cape May Court House, NJ 08210-2121","(609) 778-2641","www.bucketbrigadebrewery.com","2018-09-12","Cape May Court House","NJ","New Jersey",6391930,72.7
"Buckeye Beer Engine","Brewpub","15315 Madison Ave","Lakewood, OH 44107-4020","(216) 226-2337","www.buckeyebeerengine.com","2018-09-12","Lakewood","OH","Ohio",8305392,72
"Buckeye Lake Brewery","Micro","5176 Walnut Rd","Buckeye Lake, OH 43008","(740) 535-6225","NA","2018-09-12","Buckeye Lake","OH","Ohio",8305392,72
"Buckhorn Brewers LLC","Micro","4229 W Eisenhower Blvd","Loveland, CO 80537-9202","(970) 980-8688","NA","2018-09-12","Loveland","CO","Colorado",3595067,71.5
"BuckleDown Brewing","Micro","8700 47th St","Lyons, IL 60534-1626","(708) 777-1842","buckledownbrewing.com","2018-09-12","Lyons","IL","Illinois",9154497,71.3
"Buckner's Brewing Co","Brewpub","132 N Main St","Cape Girardeau, MO 63701-7309","(573) 334-4677","www.bucknerbrewing.com","2018-09-12","Cape Girardeau","MO","Missouri",4300988,71.8
"Buck's Brewing Co","Micro","993 Mount Vernon Rd","Newark, OH 43055-4728","(740) 641-2337","NA","2018-09-12","Newark","OH","Ohio",8305392,72
"Bucks County Brewery","Micro","31 Appletree Ln","Pipersville, PA 18947-1083","(609) 439-2468","www.buckscountybrewery.com","2018-09-12","Pipersville","PA","Pennsylvania",9331047,73.5
"Buffalo Bayou Brewing Co","Micro","5301 Nolda St","Houston, TX 77007-2234","(713) 750-9795","www.buffbrew.com","2018-09-12","Houston","TX","Texas",17154807,68.2
"Buffalo Bills Brewery","Brewpub","1082 B St","Hayward, CA 94541-4108","(510) 886-9823","www.buffalobillsbrewery.com","2018-09-12","Hayward","CA","California",26228272,70.4
"Buffalo Brewing Co","Planning","","Toppenish, WA 98948-9674","NA","NA","2018-09-12","Toppenish","WA","Washington",4860559,72.3
"Buffalo Brewing Company","Micro","314 Myrtle Ave","Buffalo, NY 14204-2058","(716) 868-2218","www.buffalo-brewing-company.com","2018-09-12","Buffalo","NY","New York",14187508,73.2
"Buffalo Brewing Company At The Water Buffalo","Micro","106 S Rodney Parham Rd","Little Rock, AR 72205","(501) 231-1062","www.thewaterbuffalo.com","2018-09-12","Little Rock","AR","Arkansas",2077218,71.2
"Buffalo Brewpub","Brewpub","6861 Main St","Buffalo, NY 14221-5929","(716) 632-0552","www.buffalobrewpub.com","2018-09-12","Buffalo","NY","New York",14187508,73.2
"Buffalo Commons Brewing Company","Micro","2307 Memorial Hwy","Mandan, ND 58554-4624","(701) 595-2255","www.buffalocommonsbeer.com","2018-09-12","Mandan","ND","North Dakota",488172,72.6
"Buffalo Creek Brewing","Micro","360 Historical Ln","Long Grove, IL 60047-9613","(847) 821-6140","www.facebook.com/buffalocreekbrewing","2018-09-12","Long Grove","IL","Illinois",9154497,71.3
"Buffalo Mountain Brewery","Micro","332 Webbs Mill Rd N","Floyd, VA 24091","NA","NA","2018-09-12","Floyd","VA","Virginia",5799894,72.5
"Buffalo Ridge Brewing","Planning","","Hartford, SD 57033","(605) 999-6569","www.buffaloridgebrewing.com","2018-09-12","Hartford","SD","South Dakota",575533,70.7
"Buffalo RiverWorks Brewery","Brewpub","359 Ganson St","Buffalo, NY 14203-3062","(716) 342-2292","www.buffaloriverworks.com","2018-09-12","Buffalo","NY","New York",14187508,73.2
"Buffalo Theory Brewing Co. LLC","Planning","","Merritt Island, FL 32953-3222","NA","www.Buffalotheorybrewingco.com","2018-09-12","Merritt Island","FL","Florida",14030290,74.6
"Buffalo Water Beer Co","Contract","309 N Water St, #315","Milwaukee, WI 53202-5710","(414) 273-4680","www.buffalowaterbeer.com","2018-09-12","Milwaukee","WI","Wisconsin",4104027,72.2
"Bugnutty Brewing Company","Brewpub","715 N Courtenay Pkwy","Merritt Island, FL 32953-4651","(321) 452-4460","www.bugnutty.com","2018-09-12","Merritt Island","FL","Florida",14030290,74.6
"Building 8 Brewing","Micro","320 Riverside Dr Ste 8","Florence, MA 01062-2750","(413) 250-1602","NA","2018-09-12","Florence","MA","Massachusetts",4825238,73.7
"Bull & Bones Brewhaus & Grill","Brewpub","1470 S Main St Ste 120","Blacksburg, VA 24060-5571","(540) 953-2855","www.bullandbones.com","2018-09-12","Blacksburg","VA","Virginia",5799894,72.5
"Bull & Bush Brewery","Brewpub","4700 E Cherry Creek South Dr","Denver, CO 80246-1819","(303) 759-0333","www.bullandbush.com","2018-09-12","Denver","CO","Colorado",3595067,71.5
"Bull and Barrel Brew Pub","Brewpub","988 Route 22","Brewster, NY 10509-1576","(845) 278-2855","www.bullandbarrelbrewpub.com","2018-09-12","Brewster","NY","New York",14187508,73.2
"Bull and Goat Brewery","Micro","204 Banjo Ln","Centreville, MD 21617-1067","NA","www.bullandgoatbrewery.com","2018-09-12","Centreville","MD","Maryland",4175913,72.3
"Bull City Burger And Brewery","Brewpub","107 E Parrish St Ste 105","Durham, NC 27701-3318","(919) 680-2333","www.bullcityburgerandbrewery.com","2018-09-12","Durham","NC","North Carolina",6835727,71.7
"Bull City Homebrew","Micro","1906 E NC Hwy 54 Ste 200 B","Durham, NC 27713","(919) 682-0300","www.bullcityhomebrew.com","2018-09-12","Durham","NC","North Carolina",6835727,71.7
"Bull Creek Brewing Company","Micro","7100 FM3405","Liberty Hill, TX 78642","(512) 839-9510","www.bullcreekbrewing.com","2018-09-12","Liberty Hill","TX","Texas",17154807,68.2
"Bull Durham Beer Co","Micro","409 Blackwell St","Durham, NC 27701-3972","(919) 744-3568","www.bulldurhambeer.com","2018-09-12","Durham","NC","North Carolina",6835727,71.7
"Bull Durham Beer Co","Micro","1147 Falls Rd Ste 145","Rocky Mount, NC 27804","NA","NA","2018-09-12","Rocky Mount","NC","North Carolina",6835727,71.7
"Bull Falls Brewery LLC","Micro","901 E Thomas St","Wausau, WI 54403-6450","715-842-BEER","www.bullfallsbrewery.com","2018-09-12","Wausau","WI","Wisconsin",4104027,72.2
"Bull Island Brewing Company","Brewpub","758 Settlers Landing Rd","Hampton, VA 23669-4035","(757) 788-9489","www.bullislandbrewing.com","2018-09-12","Hampton","VA","Virginia",5799894,72.5
"Bull n Bear Brewery","Planning","",NA,"NA","www.bullnbearbrewery.com","2018-09-12",NA,NA,NA,NA,NA
"Bulldog Brewing","Brewpub","1409 119th St","Whiting, IN 46394-1714","(219) 655-5284","www.bulldogbrewingco.com","2018-09-12","Whiting","IN","Indiana",4578226,70.6
"Bullfrog Brewery","Brewpub","229 W 4th St","Williamsport, PA 17701-6112","(570) 326-4700","www.bullfrogbrewery.com","2018-09-12","Williamsport","PA","Pennsylvania",9331047,73.5
"Bullfrog Brewery - Production Only","Micro","229 W 4th St","Williamsport, PA 17701-6112","(570) 326-4700","NA","2018-09-12","Williamsport","PA","Pennsylvania",9331047,73.5
"Bullfrog Creek Brewing Company","Micro","3632 Lithia Pinecrest Rd","Valrico, FL 33596-6305","(813) 703-8835","www.bullfrogcreekbrewing.com","2018-09-12","Valrico","FL","Florida",14030290,74.6
"Bullquarian Brewhouse, LLC","Brewpub","1128 17th Ave","Monroe, WI 53566-2007","(608) 426-6720","NA","2018-09-12","Monroe","WI","Wisconsin",4104027,72.2
"Bullthistle Brewing Co.","Brewpub","45 S Main St","Sherburne, NY 13460-9202","(607) 674-2337","NA","2018-09-12","Sherburne","NY","New York",14187508,73.2
"Bunker Brewing Co","Micro","17 Westfield St Unit D","Portland, ME 04102-2730","(207) 450-5014","www.bunkerbrewingco.com","2018-09-12","Portland","ME","Maine",999994,75.3
"Bunsenbrewer","Brewpub","16506 362nd Dr","Sandy, OR 97055-9279","(503) 308-3150","www.bunsenbrewer.com","2018-09-12","Sandy","OR","Oregon",2806429,73.3
"Buon Appetito Ristorante","Brewpub","6147 York Rd","Spring Grove, PA 17362-9120","(717) 225-0666","www.buon-appetito-ristorante.com","2018-09-12","Spring Grove","PA","Pennsylvania",9331047,73.5
"Buoy Beer Company","Micro","1 8th St","Astoria, OR 97103-4506","(503) 325-4540","www.buoybeer.com","2018-09-12","Astoria","OR","Oregon",2806429,73.3
"Bur Oak Company","Micro","8250 E Trade Center Dr","Columbia, MO 65201-7635","NA","www.buroakbeer.com","2018-09-12","Columbia","MO","Missouri",4300988,71.8
"Burdick Brewery","Proprietor","8520 14th Ave S","Seattle, WA 98108-4803","(206) 909-9632","www.burdickbrewery.com","2018-09-12","Seattle","WA","Washington",4860559,72.3
"Burgaw BrueWorks","Planning","",NA,"(910) 663-0541","NA","2018-09-12",NA,NA,NA,NA,NA
"Burgeon Beer Company","Micro","6350 Yarrow Dr Ste C","Carlsbad, CA 92011-1544","(760) 814-2548","www.burgeonbeer.com","2018-09-12","Carlsbad","CA","California",26228272,70.4
"Burgh’ers Brewing","Micro","22410 Perry Hwy Ste 410E","Zelienople, PA 16063-2935","(412) 973-9628","Burgherspgh.com","2018-09-12","Zelienople","PA","Pennsylvania",9331047,73.5
"Burgundian Brewing Co.","Micro","4725 Lipan St","Denver, CO 80211-2334","470-440-0420","www.facebook.com/BurgundianBrewing","2018-09-12","Denver","CO","Colorado",3595067,71.5
"Burial Beer Co","Micro","40 Collier Ave","Asheville, NC 28801-4024","NA","www.burialbeer.com","2018-09-12","Asheville","NC","North Carolina",6835727,71.7
"Burial Beer Co Forestry Camp","Micro","","Asheville, NC 28803-2719","NA","NA","2018-09-12","Asheville","NC","North Carolina",6835727,71.7
"Buried Acorn Brewing Company","Micro","881 Van Rensselaer St","Syracuse, NY 13204-1156","(315) 552-1499","www.buriedacorn.com","2018-09-12","Syracuse","NY","New York",14187508,73.2
"Burke-Gilman Brewing","Micro","3626 NE 45th St Ste 102","Seattle, WA 98105-5652","(206) 612-1439","www.burkegilmanbrewing.com","2018-09-12","Seattle","WA","Washington",4860559,72.3
"Burke's Alewerks","Micro","200 Webster St Ste 3","Hanover, MA 02339-1230","(781) 312-8207","www.burkesalewerks.com","2018-09-12","Hanover","MA","Massachusetts",4825238,73.7
"Burley Oak Craft Brewery","Micro","10016 Old Ocean City Blvd","Berlin, MD 21811-1145","(410) 422-8887","www.burleyoak.com","2018-09-12","Berlin","MD","Maryland",4175913,72.3
"Burlington Beer Company","Micro","25 Omega Dr Ste 150","Williston, VT 05495-7334","(802) 863-2337","www.burlingtonbeercompany.com","2018-09-12","Williston","VT","Vermont",465053,74.3
"Burly Brewing Company, LLC","Micro","680 Atchison Way Ste 700-800","Castle Rock, CO 80109-3106","NA","www.burlybrewing.com","2018-09-12","Castle Rock","CO","Colorado",3595067,71.5
